,BAC,BAC,BAC,BAC,BAC,C,C,C,C,C,GS,GS,GS,GS,GS,JPM,JPM,JPM,JPM,JPM,MS,MS,MS,MS,MS,WFC,WFC,WFC,WFC,WFC
,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume
Date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-04-29,13.578,13.687999999999999,13.300999999999998,13.422,132326405,42.57899999999999,42.894,42.16,42.361999999999995,26128942,152.73,153.54,151.57,153.01,3097713,56.65,57.117,56.298,56.746,18237569,24.49,24.697,24.355,24.535,17070339,43.398999999999994,43.398999999999994,42.726000000000006,42.986000000000004,20786386
2016-04-28,13.754000000000001,13.901,13.606,13.633,85091020,42.828,43.506,42.608000000000004,42.773999999999994,20088822,154.16,156.01,152.91,153.19,2710516,57.141000000000005,57.836999999999996,56.883,57.11,14313795,24.69,25.221,24.553,24.69,12238693,43.44,43.802,43.173,43.354,18028600
2016-04-27,13.845,14.104000000000001,13.808,13.845,125453403,42.875,43.744,42.782,43.277,21215163,154.62,157.26,153.76,155.64,3562165,57.341,58.043,57.11,57.56399999999999,17011404,24.779,25.234,24.653000000000002,24.962,13765255,43.75,44.216,43.622,43.802,17839078
2016-04-26,13.845,13.956,13.642999999999999,13.91,91829132,42.71,43.121,42.445,43.066,17029753,154.18,154.78,153.12,154.63,2411551,57.295,57.528999999999996,56.865,57.402,13401795,24.808000000000003,24.951,24.644000000000002,24.845,15280158,43.44,43.852,43.388999999999996,43.792,15501885
2016-04-25,13.845,13.956,13.652000000000001,13.79,76355696,42.638000000000005,42.912,42.187,42.695,14740468,154.78,156.08,152.96,153.92,2652292,57.11,57.419,56.7,57.11,11902265,24.828000000000003,24.989,24.555,24.828000000000003,13028394,43.271,43.518,43.107,43.44,13570028
2016-04-22,13.700999999999999,13.956,13.700999999999999,13.927999999999999,90463973,42.695,43.29600000000001,42.629,42.946999999999996,19055547,154.58,156.18,154.45,155.47,2871148,57.141000000000005,57.806999999999995,57.141000000000005,57.438,13844533,24.636,25.086,24.608,24.98,21160574,43.042,43.637,43.042,43.534,19027960
2016-04-21,13.808,13.952,13.595999999999998,13.735,131688378,42.782,42.928999999999995,42.27,42.608999999999995,23534312,155.27,157.46,153.84,154.15,4461091,57.699,58.058,56.873000000000005,57.11,17121576,24.659000000000002,25.141,24.476999999999997,24.581999999999997,18382584,43.475,43.674,42.942,43.042,23539823
2016-04-20,13.422,13.772,13.394,13.764000000000001,124935557,41.824,42.747,41.81399999999999,42.736999999999995,23658884,151.03,156.14,150.98,155.7,5148443,57.0,57.743,56.7,57.68,16249450,23.878,24.779,23.824,24.715999999999998,27523285,42.986000000000004,43.45,42.795,43.388999999999996,26329557
2016-04-19,13.145999999999999,13.402999999999999,13.126,13.319,116018824,41.53,41.997,41.356,41.723,20591976,147.09,152.64,146.38,151.66,6250294,56.165,56.996,56.165,56.856,21442136,23.320999999999998,23.886999999999997,23.264,23.861,25494799,42.151,42.933,42.123999999999995,42.898999999999994,21710163
2016-04-18,12.765999999999998,13.126,12.737,13.06,87302047,40.616,41.375,40.424,41.246,25067571,146.97,149.19,146.51,148.25,3248236,55.347,56.192,55.248999999999995,55.91,15375505,23.607,23.625999999999998,23.021,23.201999999999998,32807470,41.257,42.038999999999994,41.202,42.006,20932983
2016-04-15,13.155,13.175,12.859000000000002,12.905,95183500,42.472,42.57,40.78,41.075,42830667,150.34,150.82,147.51,147.82,3719135,56.458999999999996,56.479,55.177,55.553999999999995,21475364,23.726,23.778000000000002,23.185,23.23,16488451,41.812,42.092,41.332,41.498000000000005,28910760
2016-04-14,12.638,13.165,12.63,13.033,194400994,40.361,41.413000000000004,40.25,41.128,29375893,148.73,151.29,148.36,150.04,3285371,55.391000000000005,56.483999999999995,55.316,56.199,27003383,23.212,23.68,23.138,23.6,20713114,41.541000000000004,42.398999999999994,41.427,41.96,34945806
2016-04-13,12.49,12.765999999999998,12.470999999999998,12.712,150057956,38.905,40.68,38.905,40.46,36230422,145.95,149.18,145.8,149.05,5518715,54.305,55.81399999999999,54.217,55.482,41769943,22.570999999999998,23.339000000000002,22.526,23.339000000000002,20225779,41.531000000000006,42.354,41.513000000000005,42.168,30585565
2016-04-12,11.985,12.286,11.917,12.232000000000001,108927454,37.743,38.367,37.599000000000004,38.311,21748482,142.34,144.6,141.07,143.88,2931068,52.383,53.32899999999999,52.258,53.227,19759646,21.839000000000002,22.41,21.802,22.164,16575739,40.543,41.136,40.38,41.082,21804596
2016-04-11,11.907,12.065999999999999,11.870999999999999,11.956,85944706,37.251999999999995,37.955999999999996,37.224000000000004,37.599000000000004,23042191,140.96,143.49,140.24,141.9,3715510,51.998000000000005,52.867,51.998000000000005,52.258,19620398,21.55,22.038,21.524,21.743000000000002,13422428,40.518,41.033,40.421,40.446,17562784
2016-04-08,12.011,12.114,11.854000000000001,11.870999999999999,82843141,37.361,37.743,36.914,37.003,16048754,141.78,142.54,139.87,140.11,3346071,51.818000000000005,52.599,51.8,51.845,15078796,21.65,21.802,21.335,21.416,11088496,40.725,40.981,40.397,40.482,14224775
2016-04-07,12.122,12.172,11.753,11.844000000000001,114495826,37.762,37.928000000000004,36.528,36.82,24725761,143.24,143.61,139.27,140.24,5133565,52.312,52.467,51.24,51.468,21410616,21.848000000000003,21.918000000000003,21.2,21.388,19008612,41.033,41.091,40.096,40.363,20453238
2016-04-06,12.168,12.26,12.084000000000001,12.232000000000001,67794221,37.975,38.301,37.663000000000004,38.277,17682013,144.77,145.69,143.5,144.7,3134041,52.239,52.867,52.032,52.806000000000004,13545647,21.947,22.299,21.886,22.021,16613726,40.757,41.393,40.613,41.351000000000006,20000950
2016-04-05,12.26,12.295,12.130999999999998,12.158,84980483,37.899,38.311,37.599000000000004,37.955999999999996,19538531,145.86,145.95,144.1,144.84,3022841,52.607,52.826,52.265,52.4,14348698,22.21,22.274,21.858,21.985,14256681,41.351000000000006,41.36,40.818000000000005,40.861,21250972
2016-04-04,12.48,12.582,12.362,12.450999999999999,64485037,38.732,39.044000000000004,38.385,38.458,15720474,149.16,149.19,146.75,147.1,2657882,53.37,53.483999999999995,52.942,53.158,13686850,22.986,23.003,22.462,22.581,12651410,41.644,41.857,41.455,41.71,14060211
2016-04-01,12.417,12.582,12.277999999999999,12.5,79267167,37.966,38.948,37.762,38.833,19409609,145.88,149.2,144.59,149.02,3616620,52.603,53.532,52.196000000000005,53.361000000000004,17297590,22.444000000000003,23.156,22.201999999999998,23.021,17172048,41.48,41.781000000000006,41.086999999999996,41.669,16649998
2016-03-31,12.434000000000001,12.638,12.4,12.460999999999999,86309300,38.25,38.713,38.025999999999996,38.173,17127548,145.6,146.84,145.49,146.36,3135106,52.986000000000004,53.416000000000004,52.687,52.784,16721846,22.462,23.026,22.444000000000003,22.554000000000002,17174666,41.798,42.001999999999995,41.513000000000005,41.592,19065951
2016-03-30,12.434000000000001,12.591,12.407,12.427,93072965,38.385,38.943000000000005,38.268,38.296,16144984,145.56,147.34,144.43,145.92,3353876,52.995,53.681000000000004,52.926,53.218999999999994,14929900,22.506,22.930999999999997,22.326999999999998,22.607,12747424,41.626000000000005,42.278999999999996,41.408,41.841,19525112
2016-03-29,12.48,12.48,12.222000000000001,12.372,110010727,38.202,38.202,37.616,38.147,19852902,142.54,144.84,141.26,144.55,3131029,52.88,52.88,52.168,52.613,17870213,22.146,22.368000000000002,21.752,22.344,15443347,41.812,41.841,41.146,41.324,28423061
2016-03-28,12.658,12.668,12.48,12.554,59006390,38.495,38.57,38.111,38.329,14285823,142.78,144.19,142.08,143.43,2476015,53.06,53.255,52.746,52.945,12519976,22.526,22.607,22.250999999999998,22.291,10579285,42.177,42.177,41.757,41.886,21482714
2016-03-24,12.362,12.62,12.232000000000001,12.61,102813581,38.202,38.349000000000004,37.516999999999996,38.349000000000004,24850284,142.1,142.7,139.98,142.66,3961283,52.854,53.042,52.473,53.015,14495516,22.488000000000003,22.488000000000003,21.904,22.480999999999998,17496842,42.158,42.208999999999996,41.728,42.055,24265837
2016-03-23,12.693,12.745999999999999,12.537,12.554,103871360,39.571999999999996,39.774,38.659,38.742,26234268,143.83,145.02,143.19,143.66,3896762,53.781000000000006,53.934,53.352,53.423,13080361,23.291999999999998,23.33,22.725,22.785999999999998,11567124,43.157,43.285,42.744,42.795,15868627
2016-03-22,12.600999999999999,12.755999999999998,12.562000000000001,12.685,90255320,39.563,39.897,39.234,39.665,16279152,144.98,145.06,142.99,143.78,3776804,53.468999999999994,53.995,53.14,53.692,13510879,23.094,23.465,22.944000000000003,23.302,15107258,43.183,43.501000000000005,43.003,43.318999999999996,16170121
2016-03-21,12.720999999999998,12.934000000000001,12.648,12.755999999999998,113522466,39.71,40.469,39.544000000000004,39.868,17744200,146.6,148.13,145.21,145.71,4729889,53.674,54.208999999999996,53.446000000000005,53.887,14230713,23.6,23.997,23.316,23.389,11149231,43.431000000000004,43.646,43.148999999999994,43.57899999999999,15746949
2016-03-18,12.61,12.795,12.49,12.712,158962826,39.71,40.199,39.544000000000004,39.81,33686565,143.5,147.49,143.46,146.96,7950852,53.523,54.342,53.177,53.907,33175349,23.49,23.94,23.428,23.698,26649989,43.382,43.605,42.942,43.468999999999994,41639896
2016-03-17,12.186,12.422,12.03,12.353,132490626,38.393,39.248000000000005,37.838,39.18,26533218,140.22,143.56,138.67,142.58,4753163,52.381,52.70399999999999,51.687,52.364,21768363,22.554000000000002,23.471999999999998,22.164,23.311,22976402,42.51,42.942,42.006,42.77,18606386
2016-03-16,12.450999999999999,12.73,12.065999999999999,12.267999999999999,162269360,38.523,39.365,37.946999999999996,38.611999999999995,25130984,140.72,142.52,139.59,140.37,4622252,52.573,53.255,52.111999999999995,52.513999999999996,19548808,22.815,23.254,22.281999999999996,22.689,19785098,42.788000000000004,43.251000000000005,42.383,42.605,19335598
2016-03-15,12.450999999999999,12.537,12.344000000000001,12.509,87112050,38.639,38.97,38.376,38.943000000000005,15071561,142.32,142.41,140.7,141.74,4002066,52.178000000000004,52.773999999999994,52.081,52.765,12240670,23.112,23.160999999999998,22.651999999999997,22.930999999999997,17629687,42.398999999999994,42.993,42.313,42.986000000000004,15051021
2016-03-14,12.648,12.668,12.434000000000001,12.572000000000001,95138145,39.007,39.234,38.59,39.016,16761921,143.25,144.01,141.84,143.11,3558545,52.72,52.861000000000004,52.23,52.696000000000005,15074461,23.291999999999998,23.509,23.138,23.363000000000003,19519605,42.978,43.06100000000001,42.52,42.898999999999994,14887573
2016-03-11,12.39,12.755999999999998,12.325,12.712,130511556,38.649,39.328,38.186,39.309,23032026,142.91,143.74,142.07,143.52,4350201,52.93600000000001,53.042,52.273999999999994,52.888000000000005,23620406,22.679000000000002,23.526999999999997,22.642,23.445999999999998,27100759,42.246,43.115,42.043,43.06100000000001,21273036
2016-03-10,12.195,12.353,11.985,12.232000000000001,133957922,38.045,38.541,37.132,37.829,23119497,140.24,143.19,138.76,140.8,4967693,53.111000000000004,53.183,51.528,52.238,23715688,22.462,22.679000000000002,22.043000000000003,22.228,22309242,42.092,42.253,41.25,41.718,21560210
2016-03-09,12.139000000000001,12.232000000000001,11.985,12.114,99901287,37.82,37.881,37.146,37.625,20310796,141.82,142.2,139.09,139.78,3485571,52.72,53.068000000000005,52.302,52.696000000000005,14836500,22.725,22.776999999999997,22.038,22.193,26106411,42.468999999999994,42.574,41.718,41.96,20825750
2016-03-08,12.353,12.412,12.03,12.038,136230878,38.541,38.686,37.48,37.536,28706628,143.58,143.81,141.26,141.35,4103799,52.773999999999994,53.032,52.302,52.39,15843927,23.175,23.320999999999998,22.488000000000003,22.554000000000002,24081009,42.667,42.708,42.073,42.18600000000001,21032225
2016-03-07,12.4,12.554,12.325,12.470999999999998,105695068,38.732,39.251999999999995,38.478,38.96,24205816,145.44,145.79,143.98,144.84,2972914,53.068000000000005,53.523,52.87,53.423,14394407,23.302,23.743000000000002,23.175,23.526999999999997,10906770,42.805,43.136,42.52,43.06100000000001,16713077
2016-03-04,12.685,12.802999999999999,12.434000000000001,12.48,185746182,39.382,39.858000000000004,38.833,39.162,30681199,145.79,148.08,144.78,146.25,5637942,53.568000000000005,53.968999999999994,53.06100000000001,53.523,20686839,23.68,23.896,23.363000000000003,23.561,15113227,43.012,43.422,42.725,43.097,21677243
2016-03-03,12.335,12.49,12.213,12.442,113790452,38.533,39.2,38.301,39.162,23865458,143.58,145.12,142.99,144.82,3877817,53.103,53.443000000000005,52.68,53.443000000000005,17696468,23.537,23.616999999999997,23.272,23.570999999999998,12751405,42.68600000000001,42.821000000000005,42.202,42.805,16571495
2016-03-02,12.168,12.450999999999999,12.104000000000001,12.362,151303331,37.708,38.63,37.573,38.602,29490335,144.3,144.9,143.07,143.78,5412707,52.765,53.39,52.551,53.263999999999996,23481579,23.445999999999998,23.708000000000002,23.291999999999998,23.545,17875601,42.006,42.632,41.808,42.632,21692462
2016-03-01,11.607000000000001,12.130999999999998,11.588,12.114,167006291,35.797,37.751999999999995,35.754,37.733000000000004,33456690,140.74,144.31,140.5,144.2,6960241,50.593,52.765,50.508,52.765,26868774,22.623,23.549,22.596999999999998,23.526999999999997,19055484,40.543,41.902,40.543,41.902,28760546
2016-02-29,11.663,11.812000000000001,11.488,11.497,134377451,36.052,36.385,35.525,35.525,24338787,139.63,140.12,138.28,139.42,5904644,51.17,51.343,50.17100000000001,50.181000000000004,21914695,22.554000000000002,22.679000000000002,22.247,22.274,14750070,41.306999999999995,41.306999999999995,40.343,40.353,27912903
2016-02-26,11.470999999999998,11.890999999999998,11.388,11.663,174433197,35.716,36.595,35.442,36.116,25975121,138.98,141.08,138.33,139.48,6380859,51.373999999999995,51.793,50.931999999999995,51.285,23491319,22.544,23.143,22.344,22.689,21356359,41.393,41.743,41.136,41.341,23568981
2016-02-25,11.147,11.32,11.102,11.311,112157990,34.958,35.336,34.754,35.312,21746719,135.53,138.37,134.84,137.63,4628014,50.028,50.83,49.948,50.812,16235201,21.462,22.256,21.435,22.21,19482868,41.033,41.415,41.033,41.066,19352078
2016-02-24,10.982000000000001,11.157,10.698,11.137,173533478,34.234,34.909,33.477,34.830999999999996,28327133,132.81,135.21,130.22,135.16,6153652,49.201,50.1,48.42100000000001,50.038000000000004,28648383,20.884,21.381,20.454,21.381,22459354,40.716,41.00899999999999,40.043,40.945,21608851
2016-02-23,11.452,11.457,11.112,11.165999999999999,113656742,35.769,35.834,34.784,34.948,28680072,137.41,137.45,133.73,134.53,4576951,51.605,51.775,49.878,50.021,35578493,22.048000000000002,22.084,21.354,21.381,16329797,42.028999999999996,42.073,41.266000000000005,41.368,17665505
2016-02-22,11.368,11.515,11.347999999999999,11.515,96603416,36.274,36.547,35.935,36.135,24087205,138.48,139.24,137.61,138.15,4615870,52.15,52.481,52.071999999999996,52.206,16696015,22.002,22.308000000000003,21.939,22.128,13494674,41.998000000000005,42.435,41.998000000000005,42.303999999999995,20431097
2016-02-19,11.222999999999999,11.242,11.002,11.137,131673884,35.496,35.716,34.802,35.650999999999996,24522479,136.46,137.16,135.04,136.37,5662444,51.251000000000005,51.846000000000004,50.87,51.537,17567355,21.444000000000003,21.811999999999998,21.316,21.641,14401163,40.766,41.423,40.716,41.36,21183802
2016-02-18,11.672,11.697000000000001,11.112,11.242,175680365,36.51,36.567,35.312,35.588,26356823,140.43,141.11,136.81,137.16,6350563,52.445,52.464,51.026,51.528,19103753,21.965999999999998,22.128,21.444000000000003,21.609,19430116,41.36,41.402,40.834,41.049,19955698
2016-02-17,11.542,11.654000000000002,11.452,11.533,239148819,36.311,36.84,36.116,36.372,31854811,139.99,140.99,139.54,140.12,6007196,52.45399999999999,52.81100000000001,52.048,52.381,24188662,21.839000000000002,22.241999999999997,21.752,21.848000000000003,21321488,41.841,42.107,41.275,41.393,20998634
2016-02-16,11.368,11.378,11.119000000000002,11.251,211335016,35.286,35.861999999999995,35.038000000000004,35.56,34777230,138.87,139.7,136.89,138.34,10984126,51.901,52.23,51.373999999999995,52.00899999999999,26598591,21.704,21.77,20.929000000000002,21.388,22804753,41.324,41.635,40.912,41.489,23628633
2016-02-12,10.542,11.046,10.469000000000001,10.972000000000001,267104009,32.944,34.626,32.9,34.326,41687555,133.46,135.98,133.41,135.65,9703851,49.601000000000006,51.31399999999999,49.174,51.242,41504222,19.755,20.921,19.711,20.820999999999998,25285326,39.528,40.753,39.499,40.686,33174252
2016-02-11,10.524000000000001,10.606,10.092,10.248,407710753,32.917,33.064,31.564,31.986,53492552,133.14,134.06,129.08,130.62,11041736,48.042,48.05,46.792,47.3,49660267,19.542,19.955,19.077,19.557000000000002,32335178,38.643,39.158,38.27,38.841,37852147
2016-02-10,11.405999999999999,11.515,10.937000000000001,11.002,247457832,35.203,35.744,34.179,34.205999999999996,36489783,139.25,142.39,136.66,136.68,8196091,50.423,51.17,49.44,49.486000000000004,25090884,21.083000000000002,21.444000000000003,20.414,20.47,23911866,40.317,40.613,39.655,39.707,23110641
2016-02-09,11.01,11.415,10.982000000000001,11.204,269099822,33.769,34.812,33.538000000000004,34.297,43483464,135.12,139.21,134.71,137.63,7451072,49.281000000000006,50.526,49.136,50.091,29503498,19.737000000000002,21.0,19.621,20.678,28433416,39.226,40.216,39.006,39.948,34740604
2016-02-08,11.636,11.663,11.137,11.269,240787065,35.787,35.824,33.996,34.571999999999996,38528835,142.8,142.8,134.86,138.52,9347942,50.526,50.733999999999995,49.5,50.393,31714719,21.425,21.498,20.125999999999998,20.444000000000003,26899469,40.518,40.716,39.614000000000004,39.993,36240162
2016-02-05,12.232000000000001,12.294,11.837,11.890999999999998,136921677,37.508,37.89,36.164,36.446999999999996,25805552,146.29,148.24,144.54,145.25,4950263,52.214,52.711999999999996,51.178999999999995,51.472,24683091,22.623,22.921,21.802,21.956999999999997,17859670,41.583999999999996,41.849,40.936,41.163999999999994,27581350
2016-02-04,11.837,12.478,11.832,12.168,195256641,36.674,38.01,36.623000000000005,37.296,29192628,141.39,146.63,141.12,145.27,4922554,50.857,52.158,50.857,52.053000000000004,24291328,21.778000000000002,22.72,21.752,22.554000000000002,19402916,40.766,41.808,40.739000000000004,41.498000000000005,35842905
2016-02-03,12.195,12.204,11.497,11.967,280414079,37.169000000000004,37.224000000000004,34.78,36.904,47760552,141.57,142.81,136.47,141.73,6337770,51.13399999999999,51.513000000000005,49.036,51.17,35381263,22.029,22.11,21.0,21.93,27871437,41.669,41.718,40.001,40.936,54800294
