,BAC,BAC,BAC,BAC,BAC,C,C,C,C,C,GS,GS,GS,GS,GS,JPM,JPM,JPM,JPM,JPM,MS,MS,MS,MS,MS,WFC,WFC,WFC,WFC,WFC
,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume
Date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-12-13,27.768,27.891,27.315,27.323,82877651,71.02,71.362,70.179,70.262,21576883,246.12,248.69,243.96,243.96,3647088,99.46600000000001,99.86,98.34,98.37,16107886,50.522,50.793,49.736000000000004,49.79,11211702,54.632,54.802,53.788999999999994,53.806999999999995,19135908
2017-12-12,27.521,27.947,27.389,27.776999999999997,80098548,71.105,71.816,70.62100000000001,71.207,19656436,239.43,246.48,239.31,245.99,3618189,98.744,100.08,98.399,99.61,16622799,49.464,50.653,49.371,50.417,8688126,53.183,54.858000000000004,53.183,54.65,26988192
2017-12-11,27.521,27.636,27.38,27.419,56919025,70.64699999999999,71.187,70.627,70.92699999999999,11072575,238.67,240.01,237.47,238.79,1562961,98.556,98.863,98.17299999999999,98.46799999999999,11356514,49.406000000000006,49.519,49.181999999999995,49.406000000000006,6746854,53.691,53.715,53.101000000000006,53.326,17517053
2017-12-08,27.55,27.56,27.247,27.521,64327023,70.431,70.806,70.098,70.797,13321873,239.15,239.31,235.98,239.01,2051434,97.96700000000001,98.764,97.27600000000001,98.75399999999999,14482734,49.613,49.613,48.826,49.519,6888843,54.088,54.278999999999996,53.576,53.724,24304259
2017-12-07,26.955,27.448,26.877,27.266,85115789,69.52199999999999,70.431,69.441,70.112,20481690,233.53,238.15,233.31,237.28,2790602,96.902,98.065,96.708,97.53,14341642,48.068000000000005,49.371,47.994,49.013000000000005,9345549,52.946000000000005,54.35,52.801,53.771,36417530
2017-12-06,27.219,27.448,27.066,27.135,78378516,71.291,71.536,70.21600000000001,70.543,17600700,236.01,236.84,234.01,234.8,2440336,98.272,98.595,97.441,97.821,16443253,48.368,49.022,48.162,48.396,7385958,53.04600000000001,53.535,52.646,53.055,29535056
2017-12-05,27.730999999999998,27.758000000000003,27.331999999999997,27.409000000000002,96195804,71.985,72.264,71.24600000000001,71.572,17141259,239.42,239.96,236.19,237.08,2645632,99.91,100.12,97.066,98.556,18433799,49.501000000000005,49.568000000000005,48.494,48.696000000000005,8518433,52.223,53.816,52.034,53.037,43875053
2017-12-04,27.331999999999997,27.768,27.305,27.531,153613956,72.02,72.862,71.64699999999999,72.095,24719773,243.33,243.34,238.67,239.29,3464525,100.43,101.07,99.54,99.71,25275691,49.726000000000006,49.968,49.31399999999999,49.321999999999996,11333451,51.878,52.528999999999996,51.815,51.988,31693021
2017-12-01,26.763,27.011,26.055,26.622,144252514,70.797,71.291,68.992,70.61,19531581,238.45,239.31,232.94,237.65,4988394,97.79299999999999,98.18299999999999,95.277,97.685,21108756,48.574,48.912,47.488,48.638999999999996,10679262,51.243,51.797,50.218999999999994,50.909,34382005
2017-11-30,27.115,27.209,26.603,26.689,128645031,70.814,71.898,70.271,70.6,24363591,233.0,239.41,232.93,236.42,6671247,97.647,99.43700000000001,96.98899999999999,97.441,25669709,48.321000000000005,49.229,48.321000000000005,48.321000000000005,12985129,51.66,51.931000000000004,51.066,51.152,34231730
2017-11-29,26.434,26.877,26.265,26.68,126724678,69.59,70.85300000000001,69.243,70.17,23382568,230.31,233.38,229.51,230.41,4709016,95.477,97.15899999999999,95.04700000000001,96.708,22598279,47.666000000000004,48.513999999999996,47.566,48.051,10048143,50.582,51.858999999999995,50.456,51.342,32578190
2017-11-28,25.114,26.131,25.061,26.075,105189628,66.801,69.19800000000001,66.512,68.916,19291562,224.68,228.4,223.02,227.84,3373496,91.56,94.814,91.334,94.491,17977168,46.018,47.31100000000001,45.812,47.19,9595719,48.798,50.628,48.663000000000004,50.338,28352973
2017-11-27,25.018,25.395,25.009,25.086,47430738,66.756,67.665,66.756,66.756,13351967,224.35,225.43,223.44,223.73,2101186,91.652,92.415,91.296,91.296,14019686,45.858999999999995,46.177,45.606,45.878,5216194,48.933,49.333,48.79,48.87,12205963
2017-11-24,25.208000000000002,25.226,25.066,25.086,15130100,67.707,67.814,67.317,67.345,5000697,225.95,227.01,224.15,224.55,1333052,92.135,92.20200000000001,91.604,91.66,3947401,46.158,46.24100000000001,45.915,45.934,2876235,49.089,49.193999999999996,48.916000000000004,48.996,5946384
2017-11-22,25.254,25.377,25.086,25.151,40363894,67.74600000000001,68.40100000000001,67.569,67.569,9777519,226.43,227.39,224.94,225.0,2287728,92.323,92.78299999999999,91.913,91.959,7875142,46.196000000000005,46.456,45.942,45.961999999999996,4042641,49.333,49.477,48.938,48.97,12608874
2017-11-21,25.284000000000002,25.34,25.178,25.215999999999998,61180497,67.795,67.877,67.44800000000001,67.683,10299888,227.84,228.01,226.07,226.51,2336782,92.76,92.807,92.212,92.23,14356003,46.446000000000005,46.588,46.15,46.233000000000004,6434961,48.988,49.441,48.907,49.386,15160126
2017-11-20,25.226,25.32,25.035999999999998,25.226,49080443,67.111,67.60600000000001,66.653,67.374,10691089,227.23,227.23,225.65,226.62,2091525,91.78200000000001,92.429,91.139,92.303,10164605,45.793,46.141000000000005,45.56,45.98,4885882,49.023999999999994,49.104,48.781000000000006,48.961000000000006,18696186
2017-11-17,25.009,25.215999999999998,24.947,25.114,51308767,66.54,67.168,66.335,66.7,12632420,227.31,227.52,225.66,226.51,2969602,91.194,91.745,90.962,91.473,9659804,45.211999999999996,45.778,45.089,45.597,5332427,49.104,49.333,48.888999999999996,49.051,17341675
2017-11-16,25.386999999999997,25.519000000000002,25.226,25.244,57809042,67.43,67.626,66.869,67.01899999999999,13273476,226.85,229.06,226.69,227.8,2421218,91.855,92.352,91.652,91.802,10487364,45.306999999999995,45.728,45.288999999999994,45.503,8319103,48.87,49.695,48.79,49.458999999999996,28942221
2017-11-15,24.517,25.405,24.348000000000003,25.274,104101434,66.03699999999999,67.392,65.476,67.074,18479397,223.59,226.64,222.26,226.14,2635317,89.86,92.051,89.45,91.54,16484585,44.792,45.434,44.398,45.037,10408868,48.582,49.019,48.451,48.68899999999999,20122905
2017-11-14,24.775,24.858,24.603,24.755,65117301,67.001,67.14399999999999,66.43,66.887,14093706,228.07,229.25,224.23,225.78,3152047,90.74600000000001,91.15700000000001,90.291,90.68299999999999,11842359,45.288999999999994,45.456,44.905,45.297,6373218,48.481,49.006,48.3,48.952,22993897
2017-11-13,24.775,24.98,24.66,24.906,59231330,67.317,67.46600000000001,67.317,67.317,14429849,226.46,229.27,225.7,228.64,2053169,90.14200000000001,91.40899999999999,90.07600000000001,91.23100000000001,9970507,45.177,45.652,45.167,45.531000000000006,6120434,48.481,48.833999999999996,48.381,48.663000000000004,14826266
2017-11-10,25.086,25.226,24.963,25.009,64761437,67.824,68.13,67.43,67.56,13744700,230.0,231.56,228.4,228.53,1938220,91.185,91.679,90.896,90.904,9988911,45.886,46.06100000000001,45.615,45.652,5806113,48.933,49.034,48.725,48.743,15092356
2017-11-09,24.99,25.151,24.642,24.99,101094850,67.064,68.03699999999999,66.811,67.727,16561436,227.94,230.64,226.34,229.16,2230359,90.542,91.565,90.25299999999999,91.01899999999999,14687544,45.672,46.141000000000005,45.185,45.708999999999996,6609704,48.825,49.089,48.201,48.916000000000004,26971339
2017-11-08,25.435,25.435,24.99,25.274,87975552,67.693,67.859,66.878,67.646,20007554,227.64,230.61,226.08,229.58,2468774,91.61399999999999,91.70700000000001,90.571,91.02799999999999,19863109,46.074,46.233000000000004,45.623999999999995,45.915,9008935,49.64,49.813,48.961000000000006,49.15,26345297
2017-11-07,26.168000000000003,26.198,25.49,25.641,72379867,68.992,69.19800000000001,67.626,67.98899999999999,18449795,232.13,233.13,227.29,228.23,2558756,93.755,93.92399999999999,91.595,92.061,20174956,47.056000000000004,47.36600000000001,46.121,46.24100000000001,9408661,49.86600000000001,50.99100000000001,49.86600000000001,49.86600000000001,20072207
2017-11-06,26.168000000000003,26.246,26.058000000000003,26.178,39451864,68.814,69.225,68.42,69.01,13512400,231.73,232.76,229.99,231.72,1821934,94.471,94.804,93.84,93.95299999999999,8705528,46.701,47.09,46.57899999999999,46.945,5173054,50.816,51.117,50.727,50.891000000000005,11460582
2017-11-03,26.159000000000002,26.246,26.058000000000003,26.246,40076255,69.40100000000001,69.561,69.048,69.243,11433185,233.51,234.37,231.43,232.58,2053417,94.255,94.65100000000001,93.905,94.539,7617515,46.955,47.207,46.495,46.832,6319538,50.95399999999999,51.123999999999995,50.638000000000005,51.044,11093726
2017-11-02,25.951999999999998,26.351999999999997,25.730999999999998,26.293000000000003,63261281,68.85300000000001,69.691,68.27600000000001,69.59,13954422,232.85,235.75,231.61,234.95,2635691,94.037,94.88,93.37299999999999,94.711,9365922,46.373999999999995,47.225,46.356,47.207,8439600,50.54600000000001,51.2,50.138000000000005,51.16,17243949
2017-11-01,26.075,26.159000000000002,25.811,25.971999999999998,49297983,68.89,69.384,68.72399999999999,68.928,12198870,232.12,235.43,231.17,232.44,3120110,94.255,94.814,93.905,94.084,9028695,47.019,47.324,46.346000000000004,46.466,8376638,50.662,51.13,50.54600000000001,50.56399999999999,12980666
2017-10-31,26.075,26.15,25.791999999999998,25.839000000000002,53291347,68.78,68.985,68.217,68.434,12599184,229.05,232.38,229.0,230.75,2793795,94.51,94.814,93.764,93.792,9320855,47.253,47.488,46.766999999999996,46.81399999999999,9911577,50.33,50.843999999999994,50.286,50.5,16251505
2017-10-30,26.075,26.188000000000002,25.905,26.038,54399549,68.164,68.818,68.137,68.695,11337417,228.48,230.85,227.96,229.26,1854085,94.311,95.01899999999999,94.037,94.539,9481655,47.348,47.544,46.786,47.243,9634836,49.88,50.34,49.754,50.239,13616910
2017-10-27,26.114,26.377,26.055999999999997,26.226999999999997,62286708,68.37100000000001,68.88,67.977,68.78,12145254,229.22,230.71,228.09,230.02,2218893,94.55799999999999,95.306,94.206,94.88,11154921,47.191,47.841,47.059,47.666000000000004,9937835,49.683,50.411,49.592,50.25899999999999,19176415
2017-10-26,26.122,26.396,26.114,26.168000000000003,58570436,68.584,69.133,68.52600000000001,68.704,14180394,230.87,232.21,229.85,230.03,2047643,94.48100000000001,95.48700000000001,94.45299999999999,94.851,13998695,47.283,47.701,47.126000000000005,47.303000000000004,10427765,49.88,50.528,49.88,50.034,17762762
2017-10-25,26.31,26.338,25.791999999999998,26.066999999999997,86077293,69.347,69.486,68.212,68.547,18454079,234.27,234.59,229.17,230.02,3050798,94.397,94.57700000000001,93.402,94.178,15694303,47.992,48.001000000000005,46.511,47.078,10351958,49.917,49.997,49.358000000000004,49.701,19004423
2017-10-24,25.802,26.265,25.791999999999998,26.114,95326529,68.863,69.6,68.649,69.123,16327799,231.83,234.35,231.25,233.0,2393664,93.11399999999999,94.34,93.00200000000001,94.084,13850030,47.34,47.88,47.321000000000005,47.581,8425100,49.501000000000005,49.979,49.483999999999995,49.854,20780528
2017-10-23,25.68,25.879,25.555999999999997,25.622,73743598,68.416,68.90899999999999,68.37100000000001,68.462,11622155,232.57,233.47,229.71,230.42,2062970,92.77,93.21799999999999,92.51899999999999,92.61200000000001,9898838,47.406000000000006,47.611000000000004,46.949,47.153999999999996,6723816,49.251000000000005,49.511,49.214,49.394,20123216
2017-10-20,25.509,25.641,25.377,25.631999999999998,88598047,68.676,68.79,68.137,68.462,16785945,231.2,233.39,229.04,232.89,3174904,92.556,93.12299999999999,92.042,92.765,16406749,47.004,47.433,46.791000000000004,47.218999999999994,8324932,48.765,49.538999999999994,48.611000000000004,49.403,31060371
2017-10-19,24.715999999999998,25.086,24.669,25.076,57736319,67.36399999999999,67.914,66.768,67.857,13041015,228.72,229.35,226.59,228.39,2847946,90.60600000000001,91.55,90.514,91.46600000000001,9797385,46.388999999999996,46.536,45.827,46.388999999999996,10492443,47.776,48.512,47.676,48.351000000000006,13879373
2017-10-18,24.849,25.046,24.839000000000002,24.98,58640269,67.654,68.27600000000001,67.55,68.082,16245172,225.42,230.91,225.42,230.33,4450210,91.501,91.874,91.01899999999999,91.352,10886633,46.045,47.004,45.998000000000005,46.724,12980892,48.04600000000001,48.64,47.965,48.04600000000001,23990110
2017-10-17,24.878,24.935,24.631999999999998,24.715999999999998,51479554,67.262,67.706,67.039,67.21600000000001,16905422,232.62,233.04,223.81,224.68,7440584,91.429,91.529,90.729,91.009,11085758,46.29600000000001,46.891000000000005,45.629,45.763999999999996,16663423,48.558,48.577,47.784,47.848,20692016
2017-10-16,24.406999999999996,24.839000000000002,24.406999999999996,24.755,76160727,66.462,67.577,66.452,66.824,22683113,227.05,231.02,226.82,230.68,3110060,89.814,91.315,89.814,91.213,13331789,44.943000000000005,45.644,44.943000000000005,45.598,8772608,48.261,48.55,48.055,48.396,25336820
2017-10-13,23.943,24.526999999999997,23.699,24.366999999999997,110270846,67.131,67.35,66.024,67.141,33185330,227.44,227.58,225.39,226.98,2614680,89.01299999999999,90.161,88.529,89.366,14141084,44.861000000000004,45.22,44.442,45.001999999999995,7753941,48.115,48.297,47.533,48.297,39240361
2017-10-12,24.406999999999996,24.406999999999996,23.906,24.01,75875253,70.595,70.892,67.292,67.383,43220555,230.62,231.65,227.2,228.22,2276647,90.71,90.896,89.14299999999999,89.48899999999999,19762482,45.933,46.045,45.074,45.272,7275306,50.097,50.113,49.53,49.665,16787556
2017-10-11,24.461,24.461,24.198,24.366999999999997,54700234,69.801,70.139,69.514,69.77600000000001,19952743,230.3,231.44,229.68,230.67,2285611,90.271,90.439,89.63,90.281,15300852,46.053999999999995,46.053999999999995,45.773,45.821999999999996,5757742,49.87,50.113,49.71,50.07,14267047
2017-10-10,24.366999999999997,24.480999999999998,24.255,24.461,48859117,70.205,70.205,69.486,70.0,14882775,231.06,231.96,230.01,230.86,2297076,89.88,90.598,89.721,90.551,11396579,46.008,46.138999999999996,45.773,46.108999999999995,6335439,49.809,50.123000000000005,49.61,50.025,14229582
2017-10-09,24.775,24.784000000000002,24.303,24.386999999999997,58371673,70.605,70.64699999999999,69.916,70.196,13778497,233.29,234.44,230.32,231.06,2274426,90.056,90.148,89.63,89.88,8323878,46.104,46.175,45.941,46.008,6797519,49.782,49.836000000000006,49.403,49.601000000000006,12647362
2017-10-06,24.765,24.811,24.566999999999997,24.726,57102858,70.585,70.782,69.923,70.428,17304687,234.39,235.12,232.78,234.13,2517328,90.94200000000001,91.02799999999999,89.936,90.355,10969999,46.549,46.715,46.008,46.363,5530692,49.907,50.086999999999996,49.674,49.997,12380605
2017-10-05,24.311,24.745,24.206,24.651,66312255,68.96600000000001,70.69800000000001,68.76,70.502,21149439,229.36,234.41,228.5,234.17,3697296,89.49700000000001,90.802,89.07799999999999,90.514,15269495,45.754,46.549,45.449,46.239,12333519,49.475,50.17,49.277,49.828,16186462
2017-10-04,24.397,24.480999999999998,24.245,24.255,56503826,69.069,69.59,68.835,68.956,13844735,229.94,231.14,228.5,228.68,1932977,90.18299999999999,90.314,89.23700000000001,89.31200000000001,13120187,45.867,45.961000000000006,45.431000000000004,45.663000000000004,5757954,49.754,49.79,49.38,49.441,16338142
2017-10-03,24.293000000000003,24.461,24.17,24.397,59237738,68.88,69.255,68.76,69.02199999999999,12805650,229.42,230.97,228.11,229.94,2112913,89.74700000000001,90.304,89.693,90.227,10386165,45.598,45.979,45.431000000000004,45.913999999999994,6903958,49.772,50.034,49.341,49.997,19330706
2017-10-02,24.019000000000002,24.198,23.951,24.17,57205028,68.03399999999999,68.8,67.884,68.714,14367543,225.74,229.45,225.64,229.02,2627974,88.765,89.795,88.477,89.757,14880348,44.824,45.61600000000001,44.824,45.57899999999999,6543765,49.618,49.898,49.346000000000004,49.898,12810233
2017-09-29,23.97,24.038,23.879,23.906,67723518,67.55,67.875,67.374,67.726,13719963,223.63,226.13,223.24,225.73,1998946,88.32700000000001,88.53399999999999,88.07,88.524,12326241,44.81399999999999,45.001999999999995,44.638000000000005,44.88,5532062,48.802,49.683,48.658,49.61,23005600
2017-09-28,24.141,24.189,23.906,24.01,68825794,67.605,67.839,67.056,67.645,14865357,223.62,224.78,222.21,224.09,2229632,88.59700000000001,88.867,87.96600000000001,88.404,11080927,45.066,45.066,44.61600000000001,44.861000000000004,6397638,48.836999999999996,48.873000000000005,48.342,48.802,16154107
2017-09-27,23.879,24.189,23.752,23.97,98313628,67.21600000000001,67.943,66.953,67.29899999999999,19398344,222.76,224.2,221.64,223.4,3209939,88.023,88.719,87.661,88.21799999999999,16260139,44.972,45.07,44.516999999999996,44.787,11014306,48.998000000000005,49.053000000000004,48.625,48.765,17590717
2017-09-26,23.425,23.543000000000003,23.287,23.406999999999996,56152150,65.968,66.331,65.65,66.051,12404736,219.73,220.23,217.96,218.81,1858241,86.92,87.154,86.514,86.846,10084283,44.442,44.48,43.897,44.218,7662654,48.667,48.827,48.358999999999995,48.396,13380836
2017-09-25,23.528000000000002,23.660999999999998,23.189,23.359,66009769,66.303,66.583,65.476,65.958,11557870,219.64,220.64,217.31,219.13,2358846,87.596,87.94,86.61399999999999,87.234,11281887,44.81399999999999,45.011,44.283,44.48,7733050,48.64,48.868,48.172,48.601000000000006,12889234
2017-09-22,23.593000000000004,23.651,23.444000000000003,23.601999999999997,65037365,66.665,66.703,66.116,66.479,11210106,219.51,220.27,217.81,219.87,1956196,87.773,88.03299999999999,87.523,87.895,9009358,44.75,44.982,44.471000000000004,44.927,6484288,48.503,48.9,48.351000000000006,48.802,19801925
2017-09-21,23.631999999999998,23.85,23.509,23.734,61289451,66.52600000000001,67.15899999999999,66.247,66.814,12360057,218.76,220.88,218.32,220.1,1888395,87.55,88.395,87.301,88.08,11698950,44.534,45.178999999999995,44.218,44.961999999999996,10074531,48.172,48.793,48.145,48.63,17931348
2017-09-20,23.47,23.811,23.272,23.642,87162976,66.462,67.225,65.939,66.536,21235536,218.4,220.43,217.45,218.67,2809635,87.21700000000001,88.318,86.854,87.68,16515451,44.452,44.972,44.086999999999996,44.62,9309465,48.027,48.678999999999995,47.927,48.351000000000006,23964526
2017-09-19,23.301,23.576,23.226,23.451999999999998,59479108,65.455,66.759,65.455,66.247,16608889,216.98,219.01,216.35,217.84,1951396,85.927,87.458,85.75200000000001,87.068,13617908,44.086999999999996,44.693000000000005,43.933,44.413999999999994,8584443,47.424,48.207,47.255,47.998000000000005,18929868
2017-09-18,23.037,23.368000000000002,23.026999999999997,23.301,72045382,64.598,66.041,64.495,65.736,19349749,215.36,217.93,214.75,216.54,2590217,85.205,86.323,85.132,86.12200000000001,12210439,43.621,44.413999999999994,43.558,44.086999999999996,8508576,46.48,47.533,46.428000000000004,47.416000000000004,23016649
2017-09-15,22.84,23.026999999999997,22.784000000000002,23.002,90914200,64.357,64.593,64.156,64.282,19715700,216.18,216.24,213.01,214.32,4583914,84.417,85.00200000000001,84.12100000000001,84.919,19592330,43.1,43.474,42.989,43.418,9752184,46.13,46.489,46.102,46.471000000000004,31645675
2017-09-14,23.002,23.151999999999997,22.83,22.868000000000002,73971150,64.57,64.943,64.441,64.469,16127038,215.18,217.06,215.14,215.89,2085371,84.529,84.833,84.102,84.315,11385437,43.231,43.568000000000005,43.147,43.248999999999995,7949872,46.363,46.526,45.948,46.138999999999996,15252398
2017-09-13,22.565,22.971999999999998,22.52,22.953000000000003,91425529,63.955,64.737,63.74100000000001,64.608,18754231,214.35,216.17,213.85,215.6,2503813,83.98200000000001,84.807,83.714,84.48200000000001,13460368,42.607,43.1,42.448,43.063,7124276,46.229,46.336999999999996,46.038999999999994,46.29,14005134
2017-09-12,22.131,22.671,22.123,22.593000000000004,105555869,63.519,64.476,63.407,64.04899999999999,16629731,211.78,216.69,211.27,215.04,3936211,83.574,84.57600000000001,83.509,84.243,15099769,42.261,42.928000000000004,42.242,42.626000000000005,8598180,45.743,46.533,45.733999999999995,46.388999999999996,19043548
2017-09-11,21.906,22.086,21.773000000000003,22.037,78061373,62.158,63.118,61.797,63.045,18557417,209.42,211.14,208.4,210.39,3122239,82.853,83.649,82.444,83.221,14258433,41.656000000000006,42.233000000000004,41.388000000000005,42.075,8590985,44.978,45.696999999999996,44.925,45.571999999999996,19957443
2017-09-08,21.631999999999998,21.916,21.557,21.594,71520670,61.424,62.308,61.349,61.61,14428855,205.1,208.69,205.0,206.72,3278869,81.84899999999999,82.87799999999999,81.785,81.95100000000001,15365592,41.17100000000001,41.75,40.948,41.003,9380421,44.628,44.958999999999996,44.465,44.599,21093436
2017-09-07,22.057,22.066999999999997,21.461,21.669,109655305,62.74100000000001,62.787,61.159,61.507,21803994,208.14,208.22,204.26,205.41,3775376,83.51799999999999,83.538,81.637,82.055,15742576,42.048,42.048,40.848,41.06,12383065,44.925,44.925,44.321999999999996,44.68899999999999,25973804
2017-09-06,22.159000000000002,22.241,21.897,22.086,67011892,62.81100000000001,62.941,62.243,62.681999999999995,12725359,208.39,210.36,207.1,208.24,3796001,83.416,83.896,83.083,83.51799999999999,12720081,41.963,42.242,41.688,41.992,6666608,45.202,45.221000000000004,44.58,44.87,29722972
2017-09-05,22.482,22.482,21.916,21.99,115338702,63.099,63.263999999999996,62.153,62.53,18973462,213.04,213.18,206.8,207.25,5934785,84.363,84.441,82.51299999999999,82.963,18356867,42.541000000000004,42.597,41.665,41.843,10483533,45.54600000000001,45.58,44.762,45.066,34729942
2017-09-01,22.546999999999997,22.811,22.453000000000003,22.725,59583988,63.417,64.26899999999999,63.295,63.854,11511958,213.69,216.56,212.74,214.97,2465918,84.57600000000001,85.604,84.295,84.993,10589436,42.477,43.343,42.208,43.035,7539706,45.931999999999995,46.318999999999996,45.823,45.85,18026884
2017-08-31,22.671,22.680999999999997,22.434,22.537,66067004,63.45399999999999,63.585,63.076,63.341,13357616,212.46,213.63,211.82,212.94,2354225,85.094,85.132,84.156,84.243,14258064,42.857,42.897,42.29,42.391999999999996,8449078,45.878,46.092,45.76,45.94,28019859
2017-08-30,22.386,22.680999999999997,22.226,22.519000000000002,61878853,63.035,63.677,63.026,63.323,9828198,209.6,213.38,209.44,211.66,2530062,84.57600000000001,85.155,84.52,84.632,9883284,42.336999999999996,42.817,42.327,42.541000000000004,6088710,46.29,46.542,46.056999999999995,46.201,12683513
2017-08-29,21.794,22.245,21.7,22.131,64785300,62.103,63.099,61.927,62.831,13369132,206.77,209.48,205.32,209.32,2489125,83.834,84.632,83.704,84.436,11731002,41.665,42.457,41.312,42.251999999999995,9419289,46.065,46.32899999999999,45.994,46.255,11890504
2017-08-28,22.375,22.432,22.123,22.264,39239322,63.388999999999996,63.481,62.782,63.137,11570008,211.4,211.57,207.58,208.98,2782226,85.417,85.447,84.463,84.9,7816265,43.007,43.007,42.041000000000004,42.373000000000005,7001602,46.731,46.79600000000001,46.255,46.443000000000005,13781807
2017-08-25,22.423000000000002,22.590999999999998,22.293000000000003,22.311999999999998,46273048,63.128,63.537,63.045,63.174,12757975,212.1,213.34,210.66,211.0,2352888,85.16,85.71700000000001,85.086,85.169,12706556,43.016000000000005,43.248999999999995,42.607,42.803000000000004,6074309,47.019,47.288999999999994,46.56,46.57,16998515
2017-08-24,22.461,22.47,22.225,22.375,41665597,62.801,63.23,62.336000000000006,63.026,12374488,212.22,212.99,211.1,211.48,2386058,85.205,85.381,84.72399999999999,84.824,9303719,42.83,43.025,42.607,42.857,7127548,46.95,47.254,46.809,46.92100000000001,13712601
2017-08-23,22.159000000000002,22.499000000000002,22.141,22.302,42291950,61.648999999999994,62.912,61.648999999999994,62.598,10771209,210.47,213.22,209.92,211.23,2706505,84.226,85.586,84.196,84.964,9496903,42.111999999999995,42.812,42.031000000000006,42.674,5865359,46.623999999999995,47.208999999999996,46.598,46.803999999999995,11119763
2017-08-22,22.15,22.423000000000002,22.123,22.365,63021536,61.721000000000004,62.317,61.683,62.243,14226936,210.43,212.23,209.92,212.05,2130779,84.40799999999999,85.00200000000001,84.345,84.863,9918199,41.925,42.582,41.861000000000004,42.457,7653461,46.731,47.019,46.706,46.975,14418777
2017-08-21,22.131,22.186,21.719,21.943,72664765,61.992,62.177,61.321000000000005,61.406000000000006,16394562,210.93,210.93,207.9,209.39,2249195,84.206,84.285,83.564,83.999,11678628,42.3,42.3,41.488,41.629,9125155,46.542,46.696999999999996,46.236999999999995,46.61600000000001,14057317
2017-08-18,22.114,22.432,22.01,22.169,64203980,61.816,62.713,61.62,61.992,14637098,209.39,212.54,209.16,210.68,3319766,83.704,84.84299999999999,83.59200000000001,84.102,13957247,41.871,42.69,41.8,42.29,7817892,46.443000000000005,46.902,46.22,46.489,18916493
2017-08-17,22.590999999999998,22.683000000000003,22.169,22.186,83309249,62.672,62.986999999999995,61.927,62.00899999999999,15331600,212.83,214.31,209.71,210.01,3621005,85.04700000000001,85.23299999999999,83.87899999999999,84.01899999999999,14653012,42.699,42.839,41.953,42.011,10116696,47.2,47.347,46.588,46.598,18312713
2017-08-16,23.031999999999996,23.109,22.6,22.704,62940998,63.45399999999999,63.658,62.746,63.045,16175980,216.49,217.19,213.39,213.95,2523089,86.236,86.40899999999999,85.16,85.354,11946921,43.427,43.621,42.78,42.867,8962979,47.685,47.86600000000001,47.19,47.397,12468278
2017-08-15,23.23,23.323,22.949,22.967,48043481,63.854,64.208,63.201,63.287,16613391,217.73,218.7,215.77,215.86,1967556,86.484,86.71600000000001,85.874,85.947,9508014,43.799,44.07,43.25899999999999,43.25899999999999,8223370,47.858000000000004,47.997,47.523,47.541000000000004,12243163
2017-08-14,22.741,22.982,22.686,22.921,58420294,62.951,63.435,62.765,63.21,16219579,214.69,217.98,214.69,215.63,2388516,85.61399999999999,86.104,85.57600000000001,85.72399999999999,11854993,43.053999999999995,43.729,43.025,43.333,7647007,47.111000000000004,47.758,47.081,47.533,18132831
2017-08-11,22.590999999999998,22.750999999999998,22.337,22.395,72524021,62.448,62.821000000000005,62.001000000000005,62.196999999999996,16294532,213.46,215.0,211.14,212.6,3117300,85.391,85.891,84.566,84.73299999999999,11520917,43.211999999999996,43.353,42.365,42.532,14495336,46.623999999999995,46.966,46.542,46.723,16355119
2017-08-10,23.07,23.07,22.61,22.64,81767168,63.31399999999999,63.435,62.521,62.588,20555144,217.19,217.62,213.83,213.86,3436749,86.104,86.262,85.335,85.447,14231890,44.06,44.228,43.073,43.138000000000005,10261385,47.129,47.424,46.706,46.731,20108574
2017-08-09,23.089000000000002,23.249000000000002,22.958000000000002,23.221,60558244,63.426,63.76,63.24,63.715,20605469,218.44,219.57,217.23,219.09,2710205,86.178,86.829,86.04,86.68799999999999,12096622,43.995,44.431999999999995,43.733999999999995,44.395,8889686,47.028,47.506,46.902,47.486999999999995,16264486
2017-08-08,23.419,23.791999999999998,23.296,23.371,78100740,64.245,65.047,64.078,64.133,17864491,220.39,223.65,219.77,220.07,3502506,87.07700000000001,88.255,86.75299999999999,86.829,14828446,44.943000000000005,45.559,44.543,44.657,8340105,47.066,47.946999999999996,46.975,47.416000000000004,27652701
2017-08-07,23.473000000000003,23.511999999999997,23.371,23.428,44548130,64.366,64.487,63.96,64.282,13920316,217.95,221.11,217.46,220.91,4013204,87.022,87.301,86.854,87.14399999999999,8600940,44.908,45.088,44.674,45.011,8330566,47.434,47.631,47.165,47.263000000000005,25194983
2017-08-04,23.164,23.54,23.136999999999997,23.438000000000002,111832190,64.04899999999999,64.628,63.975,64.226,19482158,213.74,217.94,213.45,217.94,3584256,86.67,87.494,86.634,86.81,15444997,44.526,45.141000000000005,44.273999999999994,44.79600000000001,9554694,48.28,48.306000000000004,46.696999999999996,47.533,49649317
